price	sold	low_est	high_est	artist	ydate
54	1	40	60	hartung	1992
70	1	50	70	poliakoff	1992
89.485	1	140	180	saura	1992
67	1	25	35	poliakoff	1992
28	0	35	45	dubuffet	1992
54	1	15	20	calder	1992
32	1	25	30	matta	1992
32	1	20	30	afro	1992
34	1	30	40	fontana	1992
300	1	250	300	klein	1992
51	1	40	60	fontana	1992
19	0	25	35	tapies	1992
50	1	50	70	klein	1992
53	1	40	60	fontana	1992
36	1	30	40	stphalle	1992
20	0	25	30	dubuffet	1992
50	1	35	45	twombley	1992
30	1	25	30	stphalle	1992
52	1	50	70	tinguely	1992
85	1	90	120	dubuffet	1992
70	1	50	70	beuys	1992
173	1	70	90	calder	1992
36	1	30	40	noland	1992
40	1	40	60	albers	1992
16	1	15	20	gilbertgeorge	1992
32	1	24	28	albers	1992
50	1	18	24	arakawa	1992
16	1	14	18	albers	1992
38	1	30	40	broodthaers	1992
14	1	12	16	broodthaers	1992
37	1	25	35	dubuffet	1992
46	1	50	70	francis	1992
130	0	200	250	richter	1992
38	1	20	25	gilbertgeorge	1992
115	1	50	70	freud	1992
160	1	160	200	kiefer	1992
32	1	25	35	cucchi	1992
25	1	25	35	chia	1992
8	1	3	5	fetting	1992
21	1	15	20	paladino	1992
40	1	40	50	basquiat	1992
34	1	30	40	basquiat	1992
135	1	100	130	basquiat	1992
25	1	35	45	clemente	1992
70	1	50	70	basquiat	1992
8	1	12	15	barcelo	1992
25	1	30	40	clemente	1992
54	1	30	40	basquiat	1992
26	0	30	40	barcelo	1992
23	1	15	20	paladino	1992
18	1	20	25	basquiat	1992
20	1	20	25	clemente	1992
32	1	15	20	flanagan	1992
7.5	1	7.5	10	mccollum	1992
72	1	40	60	richter	1992
62	1	50	70	warhol	1992
58	1	30	40	richter	1992
5.5	0	9	12	mccollum	1992
18	1	12	16	cragg	1992
16	1	22	28	arman	1992
13.5	1	10	15	blais	1992
98	1	30	40	cesar	1992
30	1	40	60	tinguely	1992
58	1	40	60	christo	1992
24	1	25	35	clemente	1992
18	1	18	24	penck	1992
22	1	10	14	fetting	1992
11	1	7	10	hoedicke	1992
4.1	1	4.5	6.5	hacker	1992
11	1	4.5	6.5	koberling	1992
7	1	7	10	hoedicke	1992
20	1	18	24	rainer	1992
12	1	10	15	clave	1993
3.2	1	4	6	fautrier	1993
3.2	1	4	6	fautrier	1993
3.2	1	4	6	fautrier	1993
16	1	10	15	da silva	1993
2.4	1	3	4	bissiere	1993
3	1	3	4	papart	1993
6.5	1	3	4	baj	1993
0.3	1	0.4	0.5	viola	1993
4	1	4	6	appel	1993
6.5	1	3	4	baj	1993
13	1	10	15	appel	1993
34	1	30	40	appel	1993
22	1	18	24	calder	1993
0.24	0	0.4	0.5	viola	1993
16	1	15	18	arman	1993
19	1	7	9	cesar	1993
8.5	1	6	8	arman	1993
12	1	12	16	lanskoy	1993
3.5	1	3	5	riopelle	1993
5.5	0	7	10	riopelle	1993
15.5	1	15	20	mathieu	1993
21	1	12	16	riopelle	1993
12	0	20	25	bogart	1993
5	0	15	18	riopelle	1993
6.5	1	5	7	arman	1993
8	1	8	10	arman	1993
11	1	3	4	lanskoy	1993
9.5	0	20	25	bogart	1993
9	1	6	8	cesar	1993
22	0	30	35	bogart	1993
4.8	1	5	7	cesar	1993
3.8	1	1.2	1.6	cesar	1993
7.5	1	3.5	4.5	arman	1993
9.5	1	6	8	lam	1993
0.65	0	1	1.5	suarez	1993
9	1	10	15	munoz	1993
18	1	18	24	matta	1993
4.5	1	4	5	alechinsky	1993
4.5	1	5	7	michaux	1993
14	1	5	7	appel	1993
2	1	2	3	riopelle	1993
4.5	1	3	5	poliakoff	1993
5.5	1	2	3	kermadac	1993
5.2	1	2	3	appel	1993
9.5	1	5	7	appel	1993
6.5	1	4	5	mathieu	1993
8	1	8	12	dubuffet	1993
1.5	1	1.5	2	tinguely	1993
8.5	1	10	15	lanskoy	1993
3.6	1	4	5	bogart	1993
20	1	6	8	appel	1993
13	1	10	15	arman	1993
16	1	18	24	arman	1993
2.4	1	0.8	1	fontana	1993
9	1	10	15	arman	1993
6	1	3	4	calder	1993
14	1	7	9	klein	1993
1.6	0	3	4	bonalumi	1993
58	1	15	20	calder	1993
14	1	15	20	dubuffet	1993
12.5	1	18	24	hartung	1993
38	1	25	35	calder	1993
10	1	14	18	dubuffet	1993
21	1	25	35	poliakoff	1993
26	0	45	65	poliakoff	1993
18	1	20	25	klein	1993
75	1	50	70	klein	1993
5.5	1	5	7	hockney	1993
4.5	1	3	5	hockney	1993
22	1	10	15	dine	1993
5.5	1	6	8	warhol	1993
4.5	1	3	4	warhol	1993
1.3	1	1.5	2	calder	1993
3.7	1	2	3	calder	1993
4	1	2	3	calder	1993
4	1	2	3	cesar	1993
12.5	1	6	8	arman	1993
7	1	5	7	arman	1993
17	1	7	9	tapies	1993
11	1	7	9	tapies	1993
14	1	7	9	tapies	1993
13	1	10	15	adami	1993
1.5	1	2.5	3	fahlstrom	1993
5.5	1	5	7	arroyo	1993
9.5	1	6	8	arman	1993
11	1	7	9	arman	1993
3	1	2.5	3.5	hockney	1993
6.5	1	6	8	warhol	1993
2.8	1	2	3	calder	1993
2.1	1	2	3	calder	1993
4.2	1	1.5	2	calder	1993
9.5	1	10	15	auerbach	1993
18	1	8	12	avery	1993
3.9	1	3	4	hockney	1993
21	1	10	15	jensen	1993
4	1	3.5	4.5	calder	1993
24	1	12	18	motherwell	1993
21	1	10	15	rauschenberg	1993
6.5	1	8	12	noland	1993
11	0	14	18	arakawa	1993
11.5	1	15	20	vasarely	1993
10	1	10	15	soto	1993
5.5	1	6	8	noland	1993
0.85	1	1	1.5	sugai	1993
2	1	2	2.5	agam	1993
1.55	1	1.5	2	rivera	1993
3.6	1	3	4	vasarely	1993
6.5	1	2.5	3	noland	1993
6	1	6	8	noland	1993
6.5	1	4	6	vasarely	1993
7.5	0	8	12	christo	1993
7.5	0	8	12	christo	1993
3.5	1	1.5	2	ben	1993
0.7	1	0.6	0.8	jenkins	1993
2.2	1	1.5	2	kolar	1993
2.1	1	1.5	2	kolar	1993
2.3	1	1.5	2	kolar	1993
16	1	15	20	christo	1993
11.5	1	15	20	christo	1993
4.2	1	3	4	chamberlain	1993
2	0	3	4	raynaud	1993
5.2	1	5	7	vasarely	1993
3.2	1	3	4	vasarely	1993
3	1	5	7	chia	1993
0.95	0	1.5	2	longobardi	1993
0.38	0	0.6	0.8	longo	1993
8.2	1	8	12	chia	1993
1.7	0	2.5	3.5	paladino	1993
12	1	12	16	paladino	1993
10	1	10	15	paladino	1993
7.5	1	8	12	combas	1993
4	1	4.5	5.5	dorazio	1993
30	1	15	20	richter	1993
28	1	10	15	richter	1993
2.5	1	3	4	blais	1993
2.6	1	3.5	4.5	graves	1993
16	1	6	8	richter	1993
3.2	1	3	5	fulton	1993
4.5	1	6	8	sherman	1993
2	1	3	4	haring	1993
17	1	10	15	clemente	1993
16	1	12	15	basquiat	1993
18	1	14	18	lebrun	1993
15	1	15	20	baechler	1993
8	1	5	7	lebrun	1993
2.2	0	4	6	rothenberg	1993
2.8	0	5	7	longo	1993
2.3	1	2	3	rothenberg	1993
6.5	1	3	4	bidlo	1993
0.9	0	2	3	condo	1993
0.58	0	1	1.5	welling	1993
1.9	1	1.5	2	wegman	1993
7.5	1	12	15	scharf	1993
18	1	30	40	schnabel	1993
17	1	15	20	federle	1993
3	1	4	6	scharf	1993
0.9	1	1.5	2	combas	1993
2.6	1	2	2.5	blais	1993
2.2	1	2.5	3	lemieux	1993
2.4	1	4	6	rolfe	1993
3	1	5	7	mullican	1993
3.2	1	5	7	mullican	1993
2.7	1	1.5	2	dessi	1993
2.2	1	2	3	lebrun	1993
4.8	1	4	6	kippenberger	1993
7.5	1	4	6	trockel	1993
2.62	1	3	4	innerst	1993
1.8	1	3	4	blais	1993
5	1	3	4	baechler	1993
8	1	5	7	hoek	1993
4.4	1	4	6	kendrick	1993
1.4	1	2	3	shutte	1993
7.5	1	5	7	kippenberger	1993
5.5	1	9	12	cemin	1993
5	1	7	10	forg	1993
1.9	1	2	3	mcclean	1993
1.1	0	3	4	zucker	1993
19	1	6	8	barcelo	1993
14	1	6	8	oehlen	1993
14	1	6	8	oehlen	1993
1.3	1	1	1.5	cane	1993
2.8	1	4	6	cane	1993
2.8	1	4	6	cane	1993
1	1	1	1.5	cane	1993
0.22	0	0.4	0.5	luyick	1993
0.85	1	0.7	0.9	luyick	1993
0.28	1	0.4	0.5	luyick	1993
1.05	1	0.5	0.7	mitchy	1993
0.7	1	1	1.5	greenblatt	1993
18	1	20	25	jorn	1993
25	1	25	35	alechinsky	1993
18	0	30	40	jorn	1993
12	0	15	20	michaux	1993
26	1	30	40	mathieu	1993
26	1	25	35	atlan	1993
34	1	35	45	riopelle	1993
64	1	70	90	hundertwasser	1993
35	0	40	50	riopelle	1993
36	1	30	40	hartung	1993
7.5	0	8	10	dubuffet	1993
27	1	20	25	matta	1993
11	0	12	15	dubuffet	1993
45	1	40	60	tapies	1993
50	0	60	70	tapies	1993
20	0	25	30	davie	1993
28.5	1	30	40	saura	1993
13	0	20	25	mack	1993
20	0	25	30	piene	1993
24	0	30	35	castellani	1993
19	0	30	40	albers	1993
22	1	14	18	bury	1993
15	1	14	18	schoonhoven	1993
25	1	20	25	vasarely	1993
15	0	25	35	arman	1993
210	1	350	450	klein	1993
60	0	120	150	fontana	1993
9.5	0	14	18	arman	1993
34	1	35	45	klein	1993
9.5	0	20	25	bury	1993
15	1	20	25	arman	1993
28	0	40	50	arman	1993
22	1	25	35	arman	1993
30	1	40	50	arman	1993
20	0	30	40	bury	1993
20	1	30	40	klein	1993
85	0	150	180	fontana	1993
13	1	14	18	piene	1993
18	1	28	35	piene	1993
70	1	100	140	fontana	1993
19	1	20	25	rotella	1993
19	1	20	25	albers	1993
50	1	50	60	klein	1993
26	1	25	30	albers	1993
26	1	35	40	francis	1993
6.5	0	18	22	hains	1993
8	1	30	40	rotella	1993
22	0	45	55	rotella	1993
13	1	20	25	bury	1993
6.5	0	18	22	hains	1993
17	0	30	40	rotella	1993
18	0	30	40	rotella	1993
14	1	20	25	albers	1993
52	0	80	100	fontana	1993
7.5	1	8	12	spoerri	1993
7.5	0	12	16	raysse	1993
18	1	12	15	raysse	1993
24	0	26	30	arman	1993
9	1	7	9	klein	1993
18	1	18	24	albers	1993
35	1	40	50	klein	1993
16	1	16	18	albers	1993
16	1	20	30	sugai	1993
440	1	150	200	calder	1993
8.5	1	6	8	tinguely	1993
12	0	20	30	tinguely	1993
36	1	40	60	stphalle	1993
15	0	16	18	cornell	1993
85	1	100	150	calder	1993
480	1	500	700	bacon	1993
30	0	40	60	auerbach	1993
22	1	30	40	hamilton	1993
25	1	22	26	albers	1993
7.5	0	10	15	hamilton	1993
22	0	30	40	arakawa	1993
6.5	0	10	15	hamilton	1993
75	0	100	150	calder	1993
47	0	70	100	kossoff	1993
17	0	20	25	appel	1993
13	0	25	35	twombley	1993
46	1	30	40	dubuffet	1993
8.5	0	14	16	beuys	1993
13	0	30	40	broodthaers	1993
25	0	40	60	calzolari	1993
30	1	30	50	dubuffet	1993
13	1	20	30	rauschenberg	1993
26	1	20	30	cucchi	1993
17	1	15	20	kiefer	1993
19	0	50	70	cucchi	1993
26	0	35	45	clemente	1993
4.2	1	6	8	horne	1993
8.5	1	14	18	clemente	1993
115	1	50	70	gober	1993
8.5	0	25	35	schnabel	1993
13	0	18	24	scully	1993
32	1	40	60	barcelo	1993
17	0	40	60	clemente	1993
52	1	40	50	basquiat	1993
24	1	40	60	clemente	1993
70	1	70	90	chillida	1993
37	1	40	60	tinguely	1993
7	1	8	12	clemente	1993
8	0	14	18	haring	1993
8.5	0	10	15	paik	1993
17	1	20	25	penck	1993
34	1	15	20	arman	1993
10	1	10	15	corneille	1993
37	1	25	35	appel	1993
15	1	18	22	corneille	1993
58	1	60	80	appel	1993
44	1	40	60	jorn	1993
22.954	1	30	40	burri	1993
70	1	25	35	baumeister	1993
36	1	30	40	lanskoy	1993
52	1	60	80	poliakoff	1993
41	1	40	60	dubuffet	1993
32	1	20	30	da silva	1993
80	1	100	150	dubuffet	1993
34	0	40	60	schneider	1993
56	1	60	80	poliakoff	1993
275	1	160	200	dubuffet	1993
125	1	80	100	nay	1993
27	1	20	30	appel	1993
16	1	18	24	dubuffet	1993
470	1	300	500	dubuffet	1993
40	1	25	30	alechinsky	1993
38	1	40	60	alechinsky	1993
26	0	40	60	jorn	1993
28	1	20	30	jorn	1993
25	1	35	40	alechinsky	1993
90	1	100	150	burri	1993
100	1	70	90	fontana	1993
125	1	120	150	manzoni	1993
6.5	1	7	9	morris	1993
27	1	20	30	chamberlain	1993
32	1	35	45	arman	1993
26	0	35	45	arman	1993
35	1	40	50	tinguely	1993
34	1	25	35	fontana	1993
14	1	15	20	christo	1993
80	1	60	80	fontana	1993
39	1	30	50	riopelle	1993
21	0	30	40	schneider	1993
15	1	18	24	trier	1993
26	0	35	45	poliakoff	1993
23	1	25	35	hartung	1993
40	1	40	50	hundertwasser	1993
62	1	60	80	schumacher	1993
60	1	80	120	gnoli	1993
100	1	100	150	dubuffet	1993
56	1	40	60	alechinsky	1993
90	1	90	120	van velde	1993
22	1	30	40	clave	1993
64	1	20	30	antes	1993
100	1	65	85	tapies	1993
32	0	40	60	christo	1993
44	1	30	40	alechinsky	1993
165	1	120	150	bacon	1993
23	1	20	25	rainer	1993
60	1	35	45	dubuffet	1993
26	1	25	35	dubuffet	1993
25	1	25	35	dubuffet	1993
35	1	35	45	basquiat	1993
23	0	35	45	boltanski	1993
19	1	20	25	knoebel	1993
24	0	35	45	chadwick	1993
22	0	30	40	chamberlain	1993
26	0	40	60	mccollum	1993
23	0	30	40	tobey	1993
9	0	15	20	tilson	1993
4.5	1	7	9	clave	1993
3.6	1	3	4	music	1993
0.6	1	0.8	1.2	berlewi	1993
2.4	0	4	5	shapinsky	1993
10	1	12	15	chaissac	1993
3.5	0	6	8	chia	1993
8	1	14	18	trier	1993
16	0	20	25	corneille	1993
22	0	28	34	debre	1993
22	1	25	35	alechinsky	1993
10	1	10	15	cpedersen	1993
26	1	20	25	matta	1993
27	1	18	22	jorn	1993
4.5	0	8	12	rooskens	1993
11	0	12	16	paladino	1993
4.2	1	4	6	vasarely	1993
19	1	15	20	christo	1993
7.5	1	6	8	francis	1993
5.4	1	4	6	wesselman	1993
11	1	8	10	stphalle	1993
15	1	10	12	mathieu	1993
10	1	10	15	lanskoy	1993
4.8	0	8	10	michaux	1993
18	0	28	34	debre	1993
10	1	7	9	da silva	1993
3	0	5	7	fautrier	1993
8	1	8	12	soto	1993
10	1	6	8	poliakoff	1993
3.2	1	2.5	3.5	schneider	1993
8.5	1	8	12	okada	1993
4	1	6	8	okada	1993
20	0	25	35	gnoli	1993
12	1	12	16	gnoli	1993
25	1	7	9	arman	1993
4	0	6	8	warhol	1993
28	1	20	30	fontana	1993
16	1	15	20	appel	1993
22	1	20	30	paladino	1993
13	0	20	25	paladino	1993
22	1	25	35	penck	1993
14	1	14	18	long	1993
20	1	20	25	paik	1993
10	1	10	15	kossoff	1993
5.5	0	8	12	kossoff	1993
7	1	7	9	arman	1993
1.3	0	2	3	bogart	1993
10	1	10	15	soto	1993
12	1	14	18	arman	1993
13	0	20	30	arman	1993
8.5	1	7	9	klein	1993
6	1	6	8	klein	1993
15	1	10	15	klein	1993
7.5	1	8	10	klein	1993
1.2	1	4	6	tworkov	1993
15	1	6	8	judd	1993
20	1	7	9	arman	1993
7	1	7	9	tuttle	1993
18	0	20	25	wesselmann	1993
13	1	14	18	blais	1993
11	1	12	16	fetting	1993
12	0	12	15	baj	1993
24	0	35	45	matta	1993
10	1	10	15	noland	1993
15	1	8	12	rickey	1993
14	1	12	15	christo	1993
18	1	15	20	christo	1993
4.8	0	6	8	paschke	1993
7.5	1	8	10	poliakoff	1993
5.2	0	6	8	hockney	1993
2.5	1	2.5	3.5	clave	1993
3.2	1	2	3	noland	1993
3.5	0	5	6	appel	1993
28	1	15	20	arman	1993
15	1	15	20	arman	1993
14	0	15	20	arman	1993
52	1	20	30	arman	1993
7	1	10	15	arman	1993
12	1	10	15	takis	1993
12	1	6	8	kemeny	1993
8.8	0	14	18	lichtenstein	1993
7	1	2.5	3.5	viallat	1993
12	1	4	6	viallat	1993
6.8	0	10	15	tuttle	1993
5.2	1	6	8	hockney	1993
12	1	4	5	boetti	1993
4.8	0	8	12	caro	1993
6.5	0	8	12	stphalle	1993
6	1	6	8	stphalle	1993
5.5	1	6	8	jacobsen	1993
16	1	12	16	mathieu	1993
22	1	20	30	mathieu	1993
4.2	1	4	6	ceccobelli	1993
5	1	5	7	baj	1993
5.5	0	8	10	appel	1993
3.8	0	5	7	baj	1993
3	1	2	3	baj	1993
6.5	1	7	9	cesar	1993
26	1	14	18	serra	1993
9	0	14	18	paladino	1993
8.5	1	8	12	avramidis	1993
2.8	1	3	4	bogart	1993
6	1	6	8	soto	1993
1.4	1	1.5	2	calder	1993
4	1	2.5	3.5	calder	1993
4.6	1	2.5	3.5	calder	1993
4.2	1	2	3	calder	1993
11	1	10	15	haring	1993
4.8	0	8	12	combas	1993
5.8	1	5	7	tobey	1993
4.5	1	3	4	combas	1993
2.2	1	2	3	calder	1993
2.2	1	2.5	3	combas	1993
0.9	0	1.5	2	kolar	1993
1.2	1	1.5	2	kolar	1993
0.75	0	1.5	2	kolar	1993
8.5	1	5	7	arman	1993
4	1	4	6	tobey	1993
7.2	1	3	4	arman	1993
8.5	1	5	8	cuixart	1993
3.5	1	4	5	cuixart	1993
7	1	5	7	canogar	1993
3.6	1	4	6	canogar	1993
2.6	0	3	5	olitski	1993
2.8	0	3.5	4	gilbertgeorge	1993
5.5	1	6	8	poons	1993
3	1	7	9	ben	1993
4.2	1	3	4	canogar	1993
18	1	7	9	arman	1993
7.5	1	6	8	michaux	1993
3.8	1	4	6	warhol	1993
1.3	0	2	3	rotella	1993
1.3	0	2	3	blais	1993
4.5	0	7	9	caro	1993
4.4	1	2	3	paik	1993
6.8	1	4	6	penck	1993
1.3	0	2	3	rotella	1993
0.5	1	0.8	1.2	dirosa	1993
7.5	0	12	16	becher	1993
8.5	1	10	15	klossovski	1993
2.8	0	7	9	stella	1993
0.55	0	0.8	1.2	pistoletto	1993
1.4	0	2	3	rotella	1993
0.1	1	0.7	1	pepper	1993
2.8	1	2	3	kolar	1993
1	1	2.2	2.8	ben	1993
2	1	4	5	ben	1993
0.35	0	1.5	2	pepper	1993
2.8	1	3	4	hartung	1993
4.9	1	3	4	lam	1993
7	1	6	8	baselitz	1993
8	1	8	10	dubuffet	1993
7	1	4	6	canogar	1993
4	1	5	7	condo	1993
3	1	3	4	haring	1993
1.9	0	2.5	3.5	tobey	1993
3.2	1	3	4	haring	1993
1.5	1	2	3	vasarely	1993
2.6	1	2	3	kolar	1993
1.1	1	0.6	0.8	alberola	1993
3.5	1	3	4	saura	1993
0.8	1	0.6	0.8	alberola	1993
35	1	15	20	cesar	1993
5	1	1.5	2	cane	1993
0.9	1	0.4	0.6	cane	1993
1.1	1	0.6	0.8	cane	1993
0.55	1	0.3	0.4	cane	1993
1.5	1	1.5	2	brown	1993
0.85	0	1.5	2	brown	1993
9.5	1	7	9	fulton	1993
1.6	1	2	3	ceccobelli	1993
2.8	1	3	4	cucchi	1993
1.9	0	3	4	condo	1993
1.3	1	1.5	2	paladino	1993
3.4	1	3	4	blais	1993
0.75	0	1	1.5	lewit	1993
0.8	1	1	1.5	ceccobelli	1993
2	1	2	3	kirkeby	1993
0.22	1	0.3	0.4	welling	1993
1	1	1	1.5	condo	1993
2	1	2	2.5	condo	1993
2.1	1	1	1.5	condo	1993
1.488	1	3	4	ben	1993
1.2	1	1.5	2	dirosa	1993
3.8	1	2	3	baechler	1993
1.8	0	3.5	4.5	kunc	1993
2.6	1	1	1.5	bach	1993
21	1	18	22	jorn	1994
6	1	6	8	jorn	1994
9.5	0	14	18	corneille	1994
7.5	1	8	10	bryen	1994
13.25	1	15	20	hartung	1994
12	1	10	15	corneille	1994
4	0	8	12	poliakoff	1994
3.2	0	6	8	lanskoy	1994
28	1	15	20	riopelle	1994
38	1	30	40	da silva	1994
24	1	25	35	manessier	1994
6	1	4	6	matta	1994
6.5	1	7	12	dubuffet	1994
48	1	35	45	appel	1994
34	1	20	30	dubuffet	1994
18	1	20	30	poliakoff	1994
42	1	30	40	jorn	1994
35	1	25	35	van velde	1994
36	1	35	45	fontana	1994
28	1	22	25	atlan	1994
20	1	18	22	atlan	1994
42	1	25	35	sugai	1994
18	1	20	30	fontana	1994
36	1	20	30	poliakoff	1994
16	0	18	24	cesar	1994
41	1	15	20	soulages	1994
35	1	18	25	dubuffet	1994
23	1	25	35	poliakoff	1994
7.5	1	5	7	poliakoff	1994
16	1	8	12	winter	1994
21	1	12	16	poliakoff	1994
9	1	10	15	dubuffet	1994
9	1	7	10	riopelle	1994
13	0	18	22	poliakoff	1994
9	1	5	7	riopelle	1994
10	1	10	15	hartung	1994
1	1	1	1.5	bluhm	1994
7.5	1	8	12	dubuffet	1994
8	1	12	15	dubuffet	1994
11	1	12	16	clave	1994
32	1	16	20	uecker	1994
30	1	30	40	arman	1994
45	1	50	60	fontana	1994
20	1	25	35	noland	1994
27	1	25	35	albers	1994
18	1	20	30	fontana	1994
17	1	18	24	albers	1994
28	1	15	20	matta	1994
14	1	15	20	clemente	1994
12	1	10	12	matta	1994
7.5	1	7	10	poliakoff	1994
4	1	4	6	vasarely	1994
12	1	10	15	poliakoff	1994
22	0	30	40	broodthaers	1994
15	1	10	15	manzoni	1994
8	1	8	10	klein	1994
5.1	1	8	12	cesar	1994
4.5	0	8	12	nevelson	1994
4.5	1	4	5	abakanowicz	1994
10.5	1	7	10	arman	1994
15.5	1	10	15	arman	1994
4.5	1	6	8	mccollum	1994
4	1	7	9	arman	1994
13	1	12	15	sonderborg	1994
4.6	1	7	9	polke	1994
12	1	5	7	schumacher	1994
4.8	0	5	7	arman	1994
12.5	1	3	4	arman	1994
7.5	1	7	9	arman	1994
28	1	15	20	graubner	1994
8.5	1	7	9	graubner	1994
10.5	1	8	12	christo	1994
4.8	0	8	12	olitski	1994
6	1	6	7	basquiat	1994
16	1	16	20	christo	1994
8.5	1	6	9	arman	1994
25	1	15	20	cucchi	1994
4	1	4	5	villegle	1994
22	1	16	20	boetti	1994
3.8	0	6	8	michaux	1994
4.8	0	8	10	fetting	1994
15	1	15	20	mitchell	1994
6	1	6	8	boetti	1994
20	1	13	16	wesselman	1994
10	1	10	15	penck	1994
7.5	0	12	15	bogart	1994
3.5	0	4.5	6.5	gilbert	1994
8.5	1	8	12	saura	1994
10	1	8	12	munoz	1994
11	1	12	15	lucebert	1994
5	1	5	7	rainer	1994
11	1	12	15	hoehme	1994
13	0	18	24	poliakoff	1994
6	1	6	8	baj	1994
9	1	10	15	gnoli	1994
8	1	8	12	mathieu	1994
16	1	15	20	hartung	1994
1.2	1	1.5	2.5	stern	1994
8.8	1	8	10	vasarely	1994
6	1	7	10	baselitz	1994
4	1	4	5	munoz	1994
3.8	1	4	6	sicilia	1994
5	1	4	5	vasarely	1994
11	1	5	7	agam	1994
11	1	9	12	mathieu	1994
5.5	1	2	3	voss	1994
4.8	1	3	4	stphalle	1994
4.5	1	2	3	calder	1994
3.4	1	2	3	calder	1994
4.5	1	2.5	3.5	calder	1994
3.6	1	2	3	calder	1994
3.2	1	3	4	jenkins	1994
3.8	1	2.5	3.5	calder	1994
5	1	8	10	spoerri	1994
8	1	6	8	andre	1994
3.6	1	2	3	puncet	1994
5.2	1	2	3	arman	1994
7.5	1	3	4	arman	1994
0.35	0	1	2	backstrom	1994
1.2	0	3	4	penck	1994
6	1	4	6	calder	1994
1.3	1	0.8	1	takis	1994
0.45	1	1	2	ceccobelli	1994
4.2	1	2	3	arman	1994
4	1	4	6	broodthaers	1994
2.4	0	3	4	ben	1994
8	1	8	12	christo	1994
10	1	3	4	warhol	1994
5.5	1	1.5	2	warhol	1994
1.6	0	2.2	2.5	kolar	1994
1.4	1	1.5	2	papazoff	1994
0.7	1	0.8	1	fautrier	1994
0.25	0	0.6	0.8	shapinsky	1994
0.6	1	0.8	1	chia	1994
1.1	1	0.6	0.8	cucchi	1994
0.24	0	0.6	0.8	shapinsky	1994
1	0	1.5	2	rainer	1994
0.45	0	0.6	0.8	chia	1994
1.7	1	0.8	1	blais	1994
2	1	3	4	kippenberger	1994
2	1	3	4	kippenberger	1994
8.5	1	8	10	christo	1994
0.8	1	0.8	1	condo	1994
0.4	0	0.8	1	condo	1994
0.6	0	0.8	1	condo	1994
1	1	1.8	2.4	lupertz	1994
1	1	1.3	1.6	lupertz	1994
1.4	1	0.6	0.8	basquiat	1994
4.2	1	1	1.5	morellet	1994
1.1	0	1.2	1.6	jenkins	1994
2	1	1.5	2	mathieu	1994
1.6	1	1.5	2	baj	1994
1.3	0	2	3	blais	1994
0.85	1	1.3	1.5	anselmo	1994
1.5	1	1.8	2.2	disler	1994
1	1	2	3	garet	1994
0.21	1	0.2	0.25	trova	1994
2.8	0	3	4	vasarely	1994
0.8	1	4	6	jenkins	1994
2	1	5	7	jenkins	1994
1.5	1	2	3	mathieu	1994
0.6	1	0.6	0.8	bayard	1994
10	1	10	15	wols	1994
23	1	8	12	wols	1994
21	1	15	20	michaux	1994
28	0	35	45	freud	1994
19	1	12	16	jorn	1994
23	0	35	45	bissiere	1994
23	0	40	60	magnelli	1994
160	1	160	200	da silva	1994
170	1	150	200	dubuffet	1994
270	1	200	300	fautrier	1994
45	0	70	90	hartung	1994
85	1	50	70	riopelle	1994
120	1	80	100	poliakoff	1994
390	1	280	350	calder	1994
75	1	60	80	appel	1994
40	1	40	50	soulages	1994
65	1	65	85	poliakoff	1994
110	1	120	180	dubuffet	1994
69.162	1	100	150	fautrier	1994
80	1	80	120	stael	1994
65	1	50	70	hartung	1994
135	0	200	250	dubuffet	1994
34.217	1	45	65	fontana	1994
95	1	80	120	fautrier	1994
45	1	40	50	poliakoff	1994
70	0	80	120	manzoni	1994
70	1	60	80	millares	1994
70	1	60	80	da silva	1994
1450	0	1800	2500	bacon	1994
25	1	30	40	tapies	1994
50	1	40	50	francis	1994
42	1	50	70	klein	1994
48	1	30	40	raysse	1994
195	1	150	200	dubuffet	1994
34	1	35	45	riopelle	1994
25	1	30	40	calder	1994
75	1	90	120	jorn	1994
92.383	1	100	150	fontana	1994
102	1	140	180	calder	1994
68	1	60	80	tapies	1994
38	0	60	80	fontana	1994
28	0	35	45	arman	1994
55	0	60	80	dubuffet	1994
100	1	100	150	jorn	1994
70.012	1	80	100	calder	1994
75	1	80	120	schumacher	1994
36	1	28	35	appel	1994
48	1	40	60	richter	1994
18	1	20	25	lam	1994
50	0	70	90	richter	1994
30	0	50	70	hockney	1994
20	1	20	25	stohrer	1994
20	1	20	25	kirkeby	1994
