price	sold	low_est	high_est	artist	ydate
10.5	0	15	20	hartung	1990
3.5	1	5	7	gauthier	1990
20	1	25	35	clave	1990
0.9	1	1	1.5	castillo	1990
18	0	30	40	clave	1990
0.8	1	1	1.5	castillo	1990
22	1	20	25	esteve	1990
1.8	0	2.5	3	lanskoy	1990
13	0	22	28	poliakoff	1990
3	1	3	4	magnelli	1990
9	1	15	20	bissier	1990
9	1	15	20	bissier	1990
6.5	0	20	25	hartung	1990
6.5	0	12	16	esteve	1990
10	0	20	25	lemoal	1990
6	1	5	7	sugai	1990
4.5	0	7	9	riopelle	1990
6.8	1	6	7	doucet	1990
7	1	7	9	appel	1990
3.2	0	9	12	corneille	1990
10	1	10	15	appel	1990
4.5	0	6	8	jorn	1990
4.5	1	2	2.5	corneille	1990
4	1	2.5	3	corneille	1990
20	1	30	35	jorn	1990
0.55	1	0.6	0.8	corneille	1990
16	1	20	25	appel	1990
1.1	1	0.4	0.5	corneille	1990
62.78	1	80	120	appel	1990
13	1	10	15	calder	1990
11	1	8	10	stphalle	1990
10	1	12	18	chadwick	1990
20	1	22	28	chadwick	1990
14	1	14	18	dahmen	1990
18	1	30	40	bruning	1990
10	1	10	15	nay	1990
7.5	1	8	10	winter	1990
22	1	15	20	fleischmann	1990
5	1	5	7	clave	1990
1.8	0	3	4	saura	1990
6	1	3	5	munoz	1990
1.1	1	1	1.5	castillo	1990
6	1	7	9	saura	1990
0.85	1	1	1.5	castillo	1990
14	0	15	20	clave	1990
65	0	90	120	poliakoff	1990
24	0	50	60	soulages	1990
40	0	60	80	atlan	1990
40	1	40	50	hartung	1990
17	1	30	35	lanskoy	1990
20	1	30	40	poliakoff	1990
24	0	35	45	riopelle	1990
13	0	25	30	da silva	1990
4	0	12	18	bissier	1990
14	1	20	30	sugai	1990
18	0	22	28	poliakoff	1990
16	1	20	25	matta	1990
1.6	1	2	3	davie	1990
1.5	0	3	4	kosta	1990
3	1	3	4	davie	1990
7.5	1	9	12	hockney	1990
6.5	0	12	18	latham	1990
0.45	1	0.5	0.7	jones	1990
12	0	18	22	vasarely	1990
7.174	1	12	18	vasarely	1990
12	1	3	5	albers	1990
2.8	0	5	7	agam	1990
3.8	0	5	7	vasarely	1990
3.8	0	6	8	agam	1990
27	1	30	40	vasarely	1990
26	1	30	40	vasarely	1990
52	0	70	90	fontana	1990
5.5	0	10	15	cesar	1990
6	0	10	15	cesar	1990
5.4	1	6	8	villegle	1990
6	1	6	8	spoerri	1990
7.5	1	6	8	hains	1990
0.5	1	0.8	1.2	arman	1990
13	0	20	25	cesar	1990
0.5	1	0.8	1.2	arman	1990
15.246	1	25	35	raynaud	1990
1.6	1	1.8	2.4	toledo	1990
15	0	20	30	clave	1990
50	1	30	40	millares	1990
30	0	80	120	tapies	1990
75	1	70	90	christo	1990
3	1	2.5	3	baselitz	1990
3.5	1	4	5	baselitz	1990
3.5	1	5	6	baselitz	1990
4.2	1	4	5	baselitz	1990
2.8	1	2.5	3	baselitz	1990
2.5	1	3	4	baselitz	1990
2.5	1	3	3.5	baselitz	1990
1.2	0	2	2.5	carmel	1990
2	1	2.5	3	baselitz	1990
3.8	0	5	6	lupertz	1990
6	0	12	18	kosuth	1990
7.5	0	14	18	beuys	1990
18	0	30	36	beuys	1990
6	0	7	9	lupertz	1990
4.2	0	10	15	chia	1990
8	1	8	10	calder	1990
6	1	3	4	stphalle	1990
5	1	7	9	castel	1990
3.6	0	8	10	pomodoro	1990
12	1	12	15	arman	1990
1.2	1	1	1.5	arman	1990
4.2	0	7	10	arman	1990
7.5	0	12	15	bogart	1990
8.5	0	10	14	arman	1990
0.44	0	0.8	1.2	berrocal	1990
24	0	40	50	christo	1990
19	1	25	35	dubuffet	1990
24	0	35	45	christo	1990
66	1	70	90	christo	1990
7	1	10	15	richter	1990
8	1	8	10	paladino	1990
8	1	8	10	adami	1990
4	0	10	15	richter	1990
7.5	0	10	15	richter	1990
7.5	1	7	9	chia	1990
10	1	10	12	chia	1990
5.5	0	10	15	paladino	1990
6.5	0	10	15	haring	1990
3.2	0	6	8	adami	1990
1	0	1.5	2	schindler	1990
2.8	0	4	5	haring	1990
3.4	0	5	7	morley	1990
7.5	1	10	15	haring	1990
7.5	1	9	12	haring	1990
17	0	28	34	haring	1990
1.7	0	2.5	3.5	basquiat	1990
12	0	25	30	merz	1990
28	1	30	35	chia	1990
26	1	25	35	adami	1990
32	1	20	30	chia	1990
19	0	22	28	gilbertgeorge	1990
40	1	35	45	penck	1990
35	1	35	45	penck	1990
100	1	100	150	fautrier	1990
52	1	50	60	fontana	1990
34	1	45	65	schneider	1990
42	0	60	80	schneider	1990
42	0	60	80	mathieu	1990
40	1	60	80	saura	1990
30	0	60	70	appel	1990
110	1	120	140	nay	1990
85	0	140	180	fontana	1990
140	0	180	220	manzoni	1990
275	1	300	400	poliakoff	1990
65	0	120	140	nay	1990
60	0	120	160	fontana	1990
22	1	50	70	calder	1990
60	1	60	80	schumacher	1990
65	0	100	150	klein	1990
55	1	40	60	hundertwasser	1990
28	1	30	40	da silva	1990
95	0	120	160	calder	1990
48	0	90	140	oldenburg	1990
110	1	120	150	tapies	1990
95	0	150	200	klein	1990
240	0	400	500	dubuffet	1990
40	1	60	80	calder	1990
65	1	80	120	tinguely	1990
130	0	240	280	fontana	1990
100	1	100	150	freundlich	1990
800	1	800	1200	dubuffet	1990
1700	0	1800	2600	klein	1990
260	0	350	450	klein	1990
45	1	70	90	arman	1990
35	1	25	35	soto	1990
44	1	35	55	arman	1990
290	0	450	650	fontana	1990
50	1	70	80	arman	1990
22.421	1	30	40	raynaud	1990
30	1	40	50	klein	1990
80	1	80	120	soulages	1990
36	1	50	70	tinguely	1990
55	0	70	90	calder	1990
45	0	100	150	fontana	1990
120	1	150	200	klein	1990
237.668	1	300	400	fontana	1990
55	1	80	120	tapies	1990
13	0	40	50	tapies	1990
55	0	80	100	fontana	1990
30	1	40	50	klein	1990
25	1	35	40	calder	1990
22	1	25	30	calder	1990
170	1	120	150	dubuffet	1990
80	1	100	150	calder	1990
85	1	70	90	christo	1990
23	0	50	70	long	1990
28	0	55	75	haring	1990
105	1	90	140	richter	1990
20	1	12	16	alechinsky	1991
6	1	8	12	jorn	1991
2.5	1	2.8	3.4	corneille	1991
6	1	3	4	fautrier	1991
6	1	4	5	fautrier	1991
8	1	8	10	bissiere	1991
10	1	7	10	bazaine	1991
12	1	12	16	poliakoff	1991
15	1	15	20	atlan	1991
12	1	15	20	dorazio	1991
12.5	1	12	18	fontana	1991
9.5	1	7	9	arman	1991
0.75	1	0.8	1.2	berrocal	1991
6.5	1	7	10	bogart	1991
17	0	18	24	christo	1991
17	0	20	30	christo	1991
12	0	15	20	lanskoy	1991
19	0	30	40	lanskoy	1991
2.5	1	2.5	3.5	matta	1991
70	1	50	70	matta	1991
12	1	12	15	poliakoff	1991
8	1	10	15	dubuffet	1991
25	1	30	40	lanskoy	1991
8.5	1	4	6	bissier	1991
11	1	5	7	hartung	1991
5.5	0	8	10	viallet	1991
0.65	0	1.5	2	avery	1991
9.5	1	6	8	calder	1991
0.55	0	2	3	carmel	1991
1.5	0	1.8	2.4	scully	1991
4.5	1	5	7	calder	1991
3.2	1	3	4	scully	1991
1.8	1	2	2.5	scully	1991
4.2	1	3	5	vasarely	1991
3	0	4	6	calder	1991
10.5	0	18	24	lewitt	1991
10	1	14	18	noland	1991
0.27	1	0.3	0.4	kelly	1991
20	0	25	35	christo	1991
0.3	1	0.3	0.4	blake	1991
16	1	20	25	christo	1991
0.18	1	0.2	0.3	blake	1991
30	0	70	90	christo	1991
4.5	1	3	4	garouste	1991
5.5	1	3.5	4.5	fleischmann	1991
2	1	3	5	ben	1991
1.3	0	2	2.5	naschberger	1991
14	1	10	15	brown	1991
0.32	0	0.8	1.2	castello	1991
12	1	12	16	baj	1991
36	0	70	90	christo	1991
3.5	1	2	3	blais	1991
3	1	4	6	canogar	1991
1.9	0	4	5	buthe	1991
4.5	1	3.5	4	chevalier	1991
4.5	1	4.5	5.5	penck	1991
3.5	1	2	2.5	zimmer	1991
3	1	3	3.5	lupertz	1991
4	1	3.5	4.5	rainer	1991
1.6	1	1.5	2	rotella	1991
0.7	0	1.5	2	rotella	1991
1.6	1	1.5	2	rotella	1991
13	1	15	20	bogart	1991
2.8	0	4	5	telemaque	1991
6.2	1	4	5	macreau	1991
0.75	1	0.7	0.9	gafgen	1991
6	1	6	8	polke	1991
7	1	7	9	polke	1991
30	1	30	40	adami	1991
55	0	120	160	christo	1991
12	1	12	18	polke	1991
0.7	1	0.7	0.9	mcclean	1991
13	0	20	30	richter	1991
42	0	45	65	atlan	1991
20	0	25	35	riopelle	1991
50	1	50	70	poliakoff	1991
50	1	50	70	poliakoff	1991
30	1	30	50	mathieu	1991
34	0	35	45	jorn	1991
65	1	50	70	bogart	1991
95	0	180	240	fontana	1991
80	0	80	100	vedova	1991
65	0	80	100	fontana	1991
140	1	150	200	fontana	1991
42	1	30	40	bruning	1991
30	1	30	40	schultze	1991
80	1	50	70	schumacher	1991
25	1	25	30	rainer	1991
20	1	14	18	thieler	1991
190	1	140	180	calder	1991
150	0	240	280	tapies	1991
46	1	30	40	calder	1991
17	1	15	20	calder	1991
130	0	250	280	tapies	1991
120	1	70	90	da silva	1991
50	1	50	70	tapies	1991
30	1	30	40	arman	1991
41	1	55	65	tapies	1991
90	0	120	160	burri	1991
75	0	120	160	burri	1991
20	0	30	35	baj	1991
21	0	22	28	arman	1991
16	1	20	30	broodthaers	1991
21	1	25	30	albers	1991
13	1	18	22	klein	1991
72.483	1	75	95	stphalle	1991
110	1	100	140	tinguely	1991
12	1	15	30	caro	1991
11	0	25	35	hodgkin	1991
22	0	35	45	auerbach	1991
17	0	18	24	auerbach	1991
9	1	9	12	caro	1991
9	1	9	12	caro	1991
18	1	15	20	auerbach	1991
30	0	40	60	dubuffet	1991
13	1	12	16	adami	1991
32	0	50	70	alechinsky	1991
14	1	12	16	boetti	1991
25	1	25	35	richter	1991
16	1	12	16	long	1991
8	0	18	22	penone	1991
15	0	18	24	mccollum	1991
25	1	25	30	arakawa	1991
19	0	30	40	knoebel	1991
12	1	12	16	richter	1991
17	0	25	30	forg	1991
13	0	14	18	paladino	1991
35	0	40	50	paladino	1991
19	0	30	35	cucchi	1991
145	1	150	180	richter	1991
105	1	110	140	richter	1991
13	1	8	12	blais	1991
9.5	0	10	15	blais	1991
24	0	25	30	chia	1991
10	1	10	15	immendorf	1991
14	1	12	18	fetting	1991
105	1	35	45	schnabel	1991
30	1	35	45	penck	1991
2.8	1	2.5	3.5	mathieu	1991
2.2	1	3	5	zack	1991
1.3	0	2	2.5	wouki	1991
2.4	0	4	6	relli	1991
0.32	1	0.3	0.4	lacasse	1991
4	1	2	3	hantai	1991
2.4	1	2	3	bryen	1991
22	1	7	10	fautrier	1991
1.25	1	0.7	0.9	lacasse	1991
4.6	1	4	5	tobey	1991
9	1	10	12	esteve	1991
1.7	1	0.7	0.9	tobey	1991
7.5	1	8	10	tobey	1991
8.5	1	8	10	hartung	1991
16	1	18	24	clave	1991
13	1	12	15	clave	1991
12.5	1	12	18	millares	1991
11	1	10	15	tapies	1991
14	1	12	16	feito	1991
13	1	12	16	feito	1991
11	1	12	18	cuixart	1991
0.8	1	1	1.5	lam	1991
7.5	1	3	4	munoz	1991
3	1	2.5	3	castillo	1991
0.5	1	0.4	0.6	castillo	1991
0.9	1	0.7	0.9	castillo	1991
32	1	30	35	tapies	1991
0.7	1	0.6	0.8	castillo	1991
1.7	0	4	6	hajdu	1991
5.4	1	2	3	takis	1991
0.6	1	0.6	0.8	lacasse	1991
3	1	2.5	3.5	hajdu	1991
56	1	15	18	bill	1991
1	1	1.5	2	fenosa	1991
5	1	5	7	riopelle	1991
1.8	1	3	4	zack	1991
5.5	0	8	10	lanskoy	1991
11	0	18	24	matta	1991
15	1	20	25	mathieu	1991
13	0	20	30	sugai	1991
10	1	8	12	mathieu	1991
14	1	14	18	santomaso	1991
30	1	25	30	hartung	1991
1.8	1	1.8	2.4	helion	1991
11	0	15	20	hamilton	1991
26	0	45	55	appel	1991
1	1	1	1.5	saura	1991
6.8	1	8	10	staudacher	1991
5.5	0	8	10	muehl	1991
18	1	18	24	hoehme	1991
18	0	28	34	schultze	1991
6	1	18	24	fontana	1991
4	1	5	7	pomodoro	1991
4.2	0	6	8	raynaud	1991
3.2	1	6	8	kosuth	1991
2.4	0	3	4	agam	1991
15	1	18	24	vasarely	1991
0.55	0	1	1.5	alechinsky	1991
2	1	3	5	raysee	1991
3.2	0	4	6	rotella	1991
4	0	5	6	rotella	1991
2.8	0	5	7	stphalle	1991
16	1	15	20	klein	1991
5.5	1	6	8	baj	1991
31	1	30	40	fontana	1991
0.65	0	0.9	1.2	rotella	1991
0.9	1	1	1.5	rotella	1991
20	1	20	30	calder	1991
3.8	0	6	8	calder	1991
2.5	0	5	7	calder	1991
4.2	0	6	8	calder	1991
3	1	4	6	calder	1991
1.6	1	1.5	2	tinguely	1991
4.5	0	7	9	calder	1991
12	1	12	18	christo	1991
15	0	20	25	christo	1991
18	1	18	24	christo	1991
28	1	28	34	christo	1991
3.6	0	5	7	bogart	1991
5	1	7	10	warhol	1991
3.2	0	5	7	bogart	1991
11	1	10	15	adami	1991
8.5	0	12	15	merz	1991
7.5	0	12	15	merz	1991
5.5	0	7	9	wunderlich	1991
1.3	0	2	2.5	wunderlick	1991
3.2	1	0.3	0.5	rainer	1991
2.2	1	2	3	rainer	1991
2	1	2	3	rainer	1991
4.2	0	7	9	hockney	1991
1.2	0	1.5	2	auerbach	1991
0.6	1	1	1.5	auerbach	1991
2.4	0	3.5	4.5	morley	1991
0.52	0	0.8	1.2	amenoff	1991
2.4	0	4	5	middendorf	1991
0.55	0	1.5	2	walker	1991
3.4	1	2	3	baselitz	1991
0.62	0	0.8	1.2	schindler	1991
1.2	1	1	2	middendorf	1991
2.5	1	2	3	lupertz	1991
0.52	0	0.7	0.9	chevalier	1991
0.38	0	0.8	1.2	chevalier	1991
1.5	1	2	3	doppenheim	1991
1.2	1	0.6	0.8	odenbach	1991
45	1	50	60	christo	1991
3.2	0	5	6	lupertz	1991
9	1	9	12	penck	1991
1.2	0	2	3	fetting	1991
5.5	1	8	12	venet	1991
3.5	1	3	4	richter	1991
3	0	4	6	richter	1991
2.8	1	3	5	richter	1991
1.8	1	3	5	richter	1991
7	1	3	4	blais	1991
10	1	10	15	haring	1991
1.5	1	1.5	2	basquiat	1991
8	1	6	8	long	1991
4.8	0	8	12	west	1991
2.5	1	3	5	doppenheim	1991
3.5	1	4	5	scully	1991
1.9	0	3	4	woodrow	1991
1.7	1	1.8	2.4	long	1991
1.5	0	2	2.5	ben	1991
1.3	0	2	2.5	ben	1991
1.5	0	2	2.5	buthe	1991
3.8	0	5	6	baselitz	1991
19	1	25	35	polke	1991
21	1	25	35	polke	1991
28	1	35	45	richter	1991
8.5	0	14	18	gilbertgeorge	1991
0.85	0	1.2	1.6	cordero	1991
0.58	0	1.2	1.6	cordero	1991
28	1	28	34	chia	1991
25	1	30	40	jorn	1991
53.691	1	60	90	poliakoff	1991
55	1	60	80	soulages	1991
36	1	40	60	poliakoff	1991
42	0	60	80	poliakoff	1991
35	1	40	50	dubuffet	1991
42	0	60	80	appel	1991
12	0	16	20	prem	1991
9	1	10	15	thieler	1991
105	1	80	120	nay	1991
40	1	30	50	winter	1991
12.5	1	14	18	bargheer	1991
21	1	20	25	winter	1991
140	1	70	90	hoehme	1991
34	1	28	34	gnoli	1991
130	1	150	200	fontana	1991
300	1	350	550	twombley	1991
3.8	0	8	12	relli	1991
19	1	18	24	christo	1991
50	1	50	70	tapies	1991
150	0	280	340	calder	1991
14	1	20	30	vasarely	1991
22	1	25	30	albers	1991
65	1	70	90	matta	1991
18	1	22	28	matta	1991
65	0	120	160	calder	1991
180	0	340	380	bacon	1991
45	1	40	60	calder	1991
40	1	40	60	alechinsky	1991
45	1	45	55	hundertwasser	1991
120	1	150	200	calder	1991
80.5	1	120	150	dubuffet	1991
19	0	35	50	klapheck	1991
25	1	25	30	klapheck	1991
11	0	18	24	antes	1991
29	1	35	45	richter	1991
100	1	70	90	francis	1991
24	1	15	20	graubner	1991
11	0	12	16	richter	1991
36	1	40	60	penck	1991
42	0	80	120	tinguely	1991
30	1	35	45	francis	1991
32	1	25	35	gilbertgeorge	1991
25	1	35	45	kiefer	1991
17	1	30	40	kossoff	1991
9.5	0	15	20	kiefer	1991
24	1	12	16	blais	1991
120	0	130	150	richter	1991
7.5	0	12	18	immendorf	1991
27	1	18	24	penck	1991
10	0	15	20	long	1991
2.2	1	4	6	kossoff	1991
14	1	12	18	appel	1992
0.55	1	0.3	0.4	brands	1992
4.2	1	6	8	dubuffet	1992
5.5	1	4	5	dubuffet	1992
11	1	6	8	dubuffet	1992
16.5	1	6	8	dubuffet	1992
0.85	1	0.8	1.2	wouki	1992
4	1	2.5	3.5	dubuffet	1992
12	1	3	5	da silva	1992
4.5	1	1.5	2	da silva	1992
13.5	1	8	12	lanskoy	1992
8.5	1	6	8	poliakoff	1992
21	1	14	18	poliakoff	1992
1.6	1	0.7	0.9	singier	1992
7	1	2.5	3	poliakoff	1992
7.5	1	6	8	matta	1992
9.5	1	6	8	michaux	1992
11.5	1	8	10	lanskoy	1992
14	1	14	18	mathieu	1992
2.5	1	3	5	castillo	1992
2.8	0	3	5	mathieu	1992
12.5	1	12	16	dubuffet	1992
2	1	2	2.5	telemaque	1992
1.5	1	3	4	noel	1992
2.1	1	1	1.5	lanskoy	1992
2	0	3	4	noel	1992
2.5	1	3	4	winter	1992
2	0	3	4	winter	1992
4.8	0	6	8	trier	1992
7.5	0	14	18	winter	1992
4.5	1	5	7	prachensky	1992
8	0	16	20	winter	1992
4.2	0	7	9	schultze	1992
26	1	28	34	bruning	1992
4.5	0	10	15	winter	1992
20	1	20	25	winter	1992
7.5	0	12	18	avery	1992
8	1	6	8	chadwick	1992
4.8	1	4	6	gilioli	1992
3.8	1	2.5	3	takis	1992
11	1	8	12	cesar	1992
13	1	10	15	cesar	1992
15	1	10	15	arman	1992
14	1	8	12	klein	1992
21	1	18	24	raynard	1992
6	1	6	8	arman	1992
4	1	1.5	2	calder	1992
3	1	3	5	tinguely	1992
6.5	1	4	6	dubuffet	1992
2.8	0	6	8	relli	1992
10	1	7	9	capogrossi	1992
21	1	12	16	matta	1992
16.107	1	30	35	fontana	1992
19	1	12	16	fontana	1992
4	1	3	4	michaux	1992
3.6	1	3	4	kallos	1992
9	1	12	16	riopelle	1992
14	1	8	12	matta	1992
2.5	1	2.5	3	papart	1992
4.8	1	3	4	dubuffet	1992
1.6	1	1.8	2.4	canogar	1992
10	1	1.5	2	tapies	1992
2.8	1	2	2.5	clave	1992
2.2	1	2.5	3.5	bertoia	1992
17	0	18	22	chadwick	1992
10	1	8	10	chadwick	1992
11	1	7	9	caro	1992
3.8	0	6	8	caro	1992
18	1	12	16	stella	1992
11	1	10	15	caro	1992
5.5	0	7	9	stamos	1992
9.5	0	14	18	christo	1992
18	1	18	24	christo	1992
10	1	15	18	christo	1992
7.5	1	15	18	christo	1992
10	1	8	10	adami	1992
3.8	1	4	5	adami	1992
11	1	7	9	jones	1992
12	1	8	12	jones	1992
1.15	1	0.8	1.2	jenkins	1992
2	1	1	1.5	jenkins	1992
1.9	0	3	4	morley	1992
0.75	0	0.8	1	morley	1992
0.8	1	0.8	1.2	morley	1992
5.8	1	5	7	jones	1992
1.8	1	2	3	scully	1992
4	1	2.8	3.4	scully	1992
1.5	1	1.8	2.4	scully	1992
1	1	1.4	1.8	scully	1992
10	1	10	15	kossoff	1992
23	0	28	34	christo	1992
17	0	25	35	arakawa	1992
6.5	0	7	9	long	1992
3.2	1	3	5	fulton	1992
2	1	2	3	fulton	1992
9	1	6	8	shapiro	1992
3.4	1	3	3.5	haring	1992
3.4	1	3	3.5	haring	1992
15	1	10	15	cucchi	1992
5.4	1	6	8	dahndokoupil	1992
4	1	6	8	salome	1992
6	1	6	8	boetti	1992
2.6	1	1	1.5	dahn	1992
0.7	1	0.7	0.9	longobardi	1992
0.7	1	0.7	0.9	longobardi	1992
15	1	15	20	cucchi	1992
5	1	7	9	blais	1992
3.8	0	5	7	blais	1992
3	1	3	4	paladino	1992
2	1	2	3	polke	1992
10	1	10	15	polke	1992
21	1	15	20	richter	1992
37	1	15	20	fahlstrom	1992
66	1	20	25	paladino	1992
15	1	10	15	lebrun	1992
26	1	15	20	fetting	1992
34	1	24	28	chia	1992
20	1	24	28	chia	1992
6	1	7	9	gilbertgeorge	1992
10	1	12	16	cragg	1992
14	1	20	25	gilbertgeorge	1992
28	1	12	16	cragg	1992
52	1	20	25	flanagan	1992
19	1	18	22	basquiat	1992
17	1	20	30	kiefer	1992
58	1	28	32	basquiat	1992
28	1	25	30	kiefer	1992
12	1	8	12	mccollum	1992
12	1	14	18	kiefer	1992
8.5	1	6	8	sherman	1992
20	1	12	18	munoz	1992
7.5	1	6	8	trockel	1992
3.4	1	3	4	wool	1992
25	1	18	22	wool	1992
80	1	70	100	kiefer	1992
28	1	30	40	beuys	1992
18	1	25	30	beuys	1992
24	1	18	24	beuys	1992
48	1	50	70	hoehme	1992
30	1	35	45	bruning	1992
20	0	30	40	bruning	1992
32	1	35	45	appel	1992
52	1	50	70	appel	1992
95	1	40	60	burri	1992
52	1	40	50	matta	1992
56	1	60	80	dubuffet	1992
40	1	60	80	tapies	1992
110	1	100	150	fontana	1992
85	1	80	120	fontana	1992
30	1	30	40	arman	1992
75	1	70	90	klein	1992
70	1	70	90	fontana	1992
19	1	18	22	matta	1992
28	0	45	55	music	1992
14	1	8	10	calder	1992
15	1	8	10	calder	1992
5	1	6	8	calder	1992
100	1	180	240	bacon	1992
48	0	60	80	kitaj	1992
105	0	120	150	calder	1992
250	1	250	280	freud	1992
105	1	80	100	twombley	1992
20	1	20	25	albers	1992
44	1	45	55	calder	1992
11.5	1	14	18	bill	1992
16	1	16	20	albers	1992
84	1	60	80	warhol	1992
23	1	15	20	de maria	1992
18	1	30	40	twombley	1992
75	1	70	90	richter	1992
95	0	150	200	freud	1992
70	1	60	80	richter	1992
40	1	50	70	baselitz	1992
36	1	40	60	francis	1992
13	0	20	25	morley	1992
41	1	25	35	dubuffet	1992
23	1	20	25	penck	1992
32	1	40	60	barcelo	1992
24	0	30	40	merz	1992
38	0	70	90	tinguely	1992
95	1	100	150	richter	1992
52	1	12	16	broodthaers	1992
80	1	25	35	broodthaers	1992
14	1	10	15	broodthaers	1992
160	1	15	20	broodthaers	1992
38	1	12	16	broodthaers	1992
44	1	18	24	broodthaers	1992
360	1	80	120	broodthaers	1992
170	1	30	50	broodthaers	1992
120	1	25	35	broodthaers	1992
20	1	10	15	jorn	1992
18	1	10	15	appel	1992
10	1	8	12	appel	1992
5	1	6	8	baj	1992
8	1	8	12	jorn	1992
6.5	1	5	7	corneille	1992
3.5	1	4	6	jorn	1992
6.5	1	4	6	appel	1992
5	1	5	7	corneille	1992
29	1	28	34	appel	1992
22	0	30	40	appel	1992
25	1	25	35	alechinsky	1992
20	1	25	30	alechinsky	1992
29	1	18	22	corneille	1992
12	1	12	18	bazaine	1992
24	0	35	45	arman	1992
12	1	15	20	arman	1992
42	1	30	40	riopelle	1992
26	1	20	25	dubuffet	1992
7.5	1	10	15	poliakoff	1992
7.5	1	7	9	poliakoff	1992
3.8	0	6	8	poliakoff	1992
5.5	1	3.5	4.5	manessier	1992
3.2	1	4	6	michaux	1992
20	1	8	12	poliakoff	1992
9.5	1	4	6	tobey	1992
7	1	4	6	tobey	1992
10	1	8	12	dubuffet	1992
8.053	1	10	15	dubuffet	1992
30	1	25	35	poliakoff	1992
13.422	1	20	25	vasarely	1992
1.4	0	2	2.5	pomodoro	1992
10	1	12	18	soto	1992
26	1	15	20	bill	1992
5	1	5	7	bargheer	1992
13	1	8	12	graubner	1992
4	1	4	5	bogart	1992
28	1	5	7	uecker	1992
19	1	12	18	hartung	1992
6.5	1	5	7	hartung	1992
12.5	1	10	15	matta	1992
5	1	5	7	michaux	1992
7	1	6	8	arman	1992
4.2	1	5	7	spoerri	1992
9.5	1	4	6	munoz	1992
10.5	1	8	12	arman	1992
17	0	25	35	clave	1992
25	1	30	40	tapies	1992
32	1	35	45	dubuffet	1992
17	1	30	40	dubuffet	1992
76	1	70	90	klein	1992
17	1	30	40	dubuffet	1992
24	0	25	30	saura	1992
16	1	15	20	matta	1992
7	1	7	9	calder	1992
2.2	0	3	5	tinguely	1992
12	1	7	10	arman	1992
17	1	7	9	arman	1992
16	1	16	20	hockney	1992
7	1	7	9	hamilton	1992
4	1	4	5	chadwick	1992
5.6	1	7	10	oldenburg	1992
3	1	4	6	chamberlain	1992
19	1	30	40	warhol	1992
52	1	30	40	calder	1992
12	1	14	18	auerbach	1992
3.8	1	3.5	4.5	caro	1992
12	1	15	20	christo	1992
11	1	10	12	christo	1992
7	1	8	12	christo	1992
12	1	12	16	christo	1992
3	1	3	3.5	dahndokupil	1992
3	1	3	3.5	dahndokupil	1992
8.5	1	5	6	buren	1992
9.5	1	8	12	beuys	1992
11	1	8	10	kiefer	1992
15	1	15	20	chia	1992
10	1	10	15	condo	1992
6	1	8	10	condo	1992
10	0	15	20	cragg	1992
3.2	0	6	8	brown	1992
9.5	1	5	8	paladino	1992
17	1	6	8	fetting	1992
3.8	0	4	5	condo	1992
2.4	0	5	7	condo	1992
2	1	3	4	chia	1992
4	1	6	8	doloupil	1992
8.5	0	12	16	polke	1992
3.5	1	4	6	gilbertgeorge	1992
10.5	1	4	6	paladino	1992
10	1	10	15	condo	1992
18	1	15	20	haring	1992
26	1	15	20	richter	1992
13	0	18	24	christo	1992
18	1	14	18	cucchi	1992
1.7	0	3.5	4	condo	1992
5.5	1	7	9	forg	1992
26	1	10	15	richter	1992
4	1	7	9	arana	1992
1.8	1	2.5	3.5	ovchinnikov	1992
1.9	1	2	3	levikova	1992
2.2	0	4	6	davis	1992
3.6	1	4	6	penck	1992
4.2	1	2.5	3	richter	1992
1.1	0	2	3	davis	1992
0.75	1	0.7	0.9	fetting	1992
5	1	4	6	stphalle	1992
2.6	1	2	2.5	combas	1992
7	1	2.5	3	fleischmann	1992
6.5	1	2.5	3	fleischmann	1992
1.5	1	1.5	2	winter	1992
1.5	1	1.5	2	sicilia	1992
4	1	0.8	1	fievre	1992
0.9	1	1.5	2	relli	1992
0.2	0	0.3	0.5	cuixart	1992
0.11	1	0.1	0.15	feito	1992
4.2	1	3	4	baselitz	1992
0.75	1	0.8	1.2	feito	1992
0.55	0	0.6	0.8	feito	1992
1.6	1	1.5	2	saura	1992
1	1	1.5	2	kiff	1992
1.7	1	1	1.5	disler	1992
2	1	1	1.5	disler	1992
2.4	0	3	3.5	de maria	1992
1.25	1	1.5	2	cucchi	1992
1.7	0	2.5	3	chia	1992
0.38	0	1	1.5	chia	1992
1.5	1	1	1.5	paladino	1992
2.1	1	2.5	3	cucchi	1992
0.25	1	0.4	0.6	calabria	1992
1.5	1	2.5	3	chia	1992
0.8	1	1	1.5	paladino	1992
1.2	1	2	2.5	chia	1992
0.36	1	0.4	0.6	chadwick	1992
0.46	0	0.8	1	ciarli	1992
0.95	1	0.8	1.2	tapies	1992
0.85	1	0.8	1.2	berrocal	1992
66	1	40	60	tapies	1992
78	1	20	30	sugai	1992
80	1	80	120	magnelli	1992
26	1	30	35	lanskoy	1992
28	1	30	50	santomaso	1992
98	1	60	80	fautrier	1992
22	1	20	25	jorn	1992
28	1	12	16	appel	1992
65	0	100	150	riopelle	1992
270	1	180	240	dubuffet	1992
42	0	60	80	appel	1992
28	1	30	40	poliakoff	1992
66	1	40	60	tapies	1992
92	1	60	80	tapies	1992
112	1	80	120	dubuffet	1992
